"Date","Price","Open","High","Low","Vol.","Change %"
"06/10/2009","184.15","184.83","185.20","182.43","","-0.36%"
"06/09/2009","184.81","184.69","185.88","183.50","","1.22%"
"06/08/2009","182.58","183.25","183.89","181.92","","-0.38%"
"06/05/2009","183.28","182.75","183.68","181.72","","0.39%"
"06/04/2009","182.56","181.71","183.61","180.95","","0.00%"
"06/03/2009","182.56","181.17","182.56","180.50","","0.97%"
"06/02/2009","180.80","180.78","182.11","179.56","","0.06%"
"06/01/2009","180.69","184.93","184.93","180.69","","-1.95%"
"05/29/2009","184.28","185.14","185.16","183.09","","-0.26%"
"05/28/2009","184.76","187.66","188.74","183.75","","-0.30%"
"05/27/2009","185.32","184.37","186.03","183.10","","0.02%"
"05/26/2009","185.28","182.12","185.47","181.94","","1.54%"
"05/25/2009","182.47","182.28","186.38","181.69","","0.02%"
"05/22/2009","182.44","182.05","183.42","181.36","","-0.06%"
"05/21/2009","182.55","181.56","183.83","181.56","","-0.09%"
"05/20/2009","182.71","183.15","183.86","182.07","","0.12%"
"05/19/2009","182.50","181.02","183.19","180.96","","-1.22%"
"05/18/2009","184.75","184.71","186.86","183.88","","0.63%"
"05/15/2009","183.59","184.87","185.80","183.59","","-0.76%"
"05/14/2009","184.99","181.88","186.81","181.88","","1.78%"
"05/13/2009","181.75","181.61","182.73","180.07","","0.07%"
"05/12/2009","181.63","180.80","183.85","180.43","","0.44%"
"05/11/2009","180.83","180.57","182.25","180.55","","-0.77%"
"05/08/2009","182.24","184.08","185.48","182.19","","-1.20%"
"05/07/2009","184.46","184.67","186.08","184.29","","-1.21%"
"05/06/2009","186.71","185.97","189.47","184.44","","0.38%"
"05/05/2009","186.01","185.97","186.25","185.94","","0.04%"
"05/04/2009","185.93","188.01","188.73","185.58","","-0.80%"
"05/01/2009","187.43","187.43","187.43","187.43","","0.00%"
"04/30/2009","187.43","195.86","195.86","187.43","","-4.31%"
"04/29/2009","195.87","198.13","198.95","195.87","","-1.16%"
"04/28/2009","198.16","196.16","199.10","196.16","","1.00%"
"04/27/2009","196.19","194.47","197.27","194.47","","0.01%"
"04/24/2009","196.18","196.79","197.59","195.18","","-0.36%"
"04/23/2009","196.88","197.13","198.41","196.31","","-0.17%"
"04/22/2009","197.22","197.69","198.03","195.32","","-0.33%"
"04/21/2009","197.88","194.83","199.94","194.83","","1.60%"
"04/20/2009","194.77","193.33","197.31","193.33","","0.21%"
"04/17/2009","194.36","194.07","195.29","193.46","","-0.35%"
"04/16/2009","195.04","195.26","195.76","192.60","","-0.11%"
"04/15/2009","195.25","193.27","197.63","193.27","","0.98%"
"04/14/2009","193.35","193.91","194.95","192.13","","-0.25%"
"04/13/2009","193.84","194.75","196.44","191.82","","-0.33%"
"04/10/2009","194.48","192.68","195.38","189.74","","0.54%"
"04/09/2009","193.43","198.27","198.39","193.41","","-2.10%"
"04/08/2009","197.57","192.85","199.07","192.85","","2.44%"
"04/07/2009","192.86","192.53","195.60","192.35","","0.97%"
"04/06/2009","191.01","195.54","195.54","191.01","","-2.36%"
"04/03/2009","195.62","194.76","198.08","191.74","","0.49%"
"04/02/2009","194.67","199.73","200.16","194.67","","-3.14%"
"04/01/2009","200.98","201.89","204.68","198.61","","-0.05%"
"03/31/2009","201.08","203.84","209.12","201.08","","-1.58%"
"03/30/2009","204.31","198.17","204.92","198.17","","3.77%"
"03/27/2009","196.88","193.18","198.09","191.12","","1.02%"
"03/26/2009","194.89","199.12","200.06","194.69","","-1.93%"
"03/25/2009","198.72","202.59","203.62","198.72","","-2.13%"
"03/24/2009","203.04","203.04","203.67","201.43","","0.02%"
"03/23/2009","202.99","205.13","206.81","202.84","","-1.10%"
"03/20/2009","205.24","204.95","208.18","203.62","","0.75%"
"03/19/2009","203.72","206.41","206.41","201.06","","-1.67%"
"03/18/2009","207.18","208.06","209.69","204.57","","-0.07%"
"03/17/2009","207.32","210.07","210.07","205.01","","-1.28%"
"03/16/2009","210.00","216.99","217.81","209.69","","-3.36%"
"03/13/2009","217.31","216.08","218.74","214.88","","-0.71%"
"03/12/2009","218.86","217.04","219.95","216.29","","2.05%"
"03/11/2009","214.46","219.59","219.59","213.87","","-2.36%"
"03/10/2009","219.64","225.47","228.23","219.08","","-2.88%"
"03/09/2009","226.15","227.20","228.81","225.27","","0.06%"
"03/06/2009","226.02","233.45","233.74","226.02","","-1.39%"
"03/05/2009","229.20","226.73","229.38","223.66","","1.11%"
"03/04/2009","226.68","226.77","230.80","223.64","","-0.07%"
"03/03/2009","226.84","229.52","233.00","225.82","","-1.15%"
"03/02/2009","229.49","224.14","233.19","224.14","","2.36%"
"02/27/2009","224.20","221.36","225.73","220.95","","1.29%"
"02/26/2009","221.35","221.74","223.39","220.16","","-0.18%"
"02/25/2009","221.75","222.14","222.18","217.96","","-0.03%"
"02/24/2009","221.81","218.41","222.04","218.32","","1.07%"
"02/23/2009","219.47","222.00","222.03","216.34","","-1.28%"
"02/20/2009","222.31","215.30","222.31","215.12","","2.54%"
"02/19/2009","216.81","214.88","217.83","214.59","","1.19%"
"02/18/2009","214.25","214.15","216.75","212.22","","0.64%"
"02/17/2009","212.89","209.16","213.64","208.38","","1.77%"
"02/16/2009","209.18","204.87","209.18","204.87","","1.83%"
"02/13/2009","205.42","205.18","206.21","203.81","","0.29%"
"02/12/2009","204.83","204.28","206.49","202.82","","0.30%"
"02/11/2009","204.22","203.92","207.86","203.21","","0.34%"
"02/10/2009","203.53","201.16","203.76","201.16","","1.02%"
"02/09/2009","201.47","201.02","203.10","200.88","","0.49%"
"02/06/2009","200.49","201.21","203.23","200.49","","-0.30%"
"02/05/2009","201.09","202.32","203.41","201.07","","-0.32%"
"02/04/2009","201.73","203.88","203.88","200.26","","-1.15%"
"02/03/2009","204.08","203.25","204.71","201.73","","0.35%"
"02/02/2009","203.36","201.96","204.21","201.96","","0.68%"
"01/30/2009","201.99","201.25","203.00","200.50","","0.51%"
"01/29/2009","200.96","200.67","202.33","198.90","","0.11%"
"01/28/2009","200.74","204.98","204.98","200.01","","-1.29%"
"01/27/2009","203.37","203.37","203.37","203.37","","0.00%"
"01/26/2009","203.36","203.36","203.36","203.36","","0.00%"
"01/23/2009","203.36","201.10","204.56","201.10","","1.17%"
"01/22/2009","201.00","200.09","201.75","198.89","","0.35%"
"01/21/2009","200.30","200.53","202.53","199.37","","0.02%"
"01/20/2009","200.26","199.38","202.89","198.44","","0.62%"
"01/19/2009","199.03","198.19","201.10","196.03","","0.58%"
"01/16/2009","197.88","201.05","202.44","197.88","","-2.88%"
"01/15/2009","203.75","198.16","203.97","197.70","","2.85%"
"01/14/2009","198.10","198.10","198.35","195.16","","-0.01%"
"01/13/2009","198.12","197.44","202.40","196.21","","-0.01%"
"01/12/2009","198.13","197.66","200.68","195.51","","0.43%"
"01/09/2009","197.28","194.84","197.57","192.88","","1.38%"
"01/08/2009","194.59","189.39","195.74","189.39","","2.87%"
"01/07/2009","189.17","188.73","189.91","187.62","","-1.43%"
"01/06/2009","191.91","189.58","194.84","189.58","","-0.35%"
"01/05/2009","192.59","194.19","194.19","189.81","","-0.53%"
"01/02/2009","193.61","194.27","195.72","190.50","","4.59%"
"01/01/2009","185.11","185.11","185.11","185.11","","0.00%"
"12/31/2008","185.11","184.23","185.11","183.79","","0.39%"
"12/30/2008","184.40","182.34","185.06","182.22","","-0.06%"
"12/29/2008","184.51","185.91","188.59","184.15","","-2.86%"
"12/26/2008","189.95","191.06","191.06","186.52","","-0.71%"
"12/25/2008","191.30","191.08","191.48","191.08","","0.07%"
"12/24/2008","191.16","194.73","196.19","190.36","","-2.08%"
"12/23/2008","195.23","191.86","197.86","190.68","","2.19%"
"12/22/2008","191.05","187.45","191.69","187.45","","1.60%"
"12/19/2008","188.04","188.91","192.85","186.65","","-0.03%"
"12/18/2008","188.09","193.80","193.80","187.37","","-2.97%"
"12/17/2008","193.84","190.78","195.31","190.78","","-1.68%"
"12/16/2008","197.16","199.04","200.51","194.51","","-0.96%"
"12/15/2008","199.07","200.51","200.51","194.06","","-0.57%"
"12/12/2008","200.22","197.85","201.34","193.68","","1.13%"
"12/11/2008","197.99","203.23","203.38","194.36","","-2.50%"
"12/10/2008","203.07","208.21","210.42","201.31","","-2.43%"
"12/09/2008","208.12","210.23","211.75","208.12","","-1.13%"
"12/08/2008","210.50","214.85","214.95","209.45","","-1.95%"
"12/05/2008","214.68","215.40","217.11","213.51","","-0.61%"
"12/04/2008","216.00","211.83","216.00","211.82","","1.06%"
"12/03/2008","213.74","212.65","213.90","207.85","","0.61%"
"12/02/2008","212.44","209.43","215.75","209.43","","1.54%"
"12/01/2008","209.22","215.16","216.44","209.22","","-2.78%"
"11/28/2008","215.21","215.38","217.01","212.54","","-0.47%"
"11/27/2008","216.22","215.56","218.85","213.96","","-0.12%"
"11/26/2008","216.47","220.09","221.56","213.94","","-1.67%"
"11/25/2008","220.15","221.01","221.01","215.43","","-0.59%"
"11/24/2008","221.45","219.17","222.44","215.75","","1.20%"
"11/21/2008","218.82","219.17","223.40","217.91","","-0.16%"
"11/20/2008","219.16","211.91","222.30","211.91","","3.46%"
"11/19/2008","211.84","212.13","213.07","208.09","","-0.19%"
"11/18/2008","212.25","205.21","212.30","205.21","","2.88%"
"11/17/2008","206.31","205.28","209.61","204.48","","0.57%"
"11/14/2008","205.14","203.62","205.26","200.94","","0.71%"
"11/13/2008","203.70","198.61","205.25","198.59","","2.48%"
"11/12/2008","198.77","194.81","199.70","194.81","","1.94%"
"11/11/2008","194.99","194.31","199.62","193.20","","0.08%"
"11/10/2008","194.83","194.18","196.06","191.67","","0.28%"
"11/07/2008","194.28","195.59","201.03","190.19","","-0.47%"
"11/06/2008","195.19","185.61","195.19","185.61","","5.11%"
"11/05/2008","185.70","185.66","186.81","182.36","","-0.01%"
"11/04/2008","185.71","180.82","190.47","180.82","","2.25%"
"11/03/2008","181.63","186.82","193.18","181.63","","-3.48%"
"10/31/2008","188.17","182.35","191.36","178.32","","3.39%"
"10/30/2008","182.00","211.14","211.15","182.00","","-10.32%"
"10/29/2008","202.95","213.00","213.10","197.60","","-5.08%"
"10/28/2008","213.82","213.80","219.29","211.06","","0.36%"
"10/27/2008","213.06","208.56","214.56","197.65","","1.97%"
"10/24/2008","208.94","199.77","215.12","199.76","","1.36%"
"10/23/2008","206.13","198.61","211.19","198.61","","3.40%"
"10/22/2008","199.36","193.27","208.72","178.69","","3.19%"
"10/21/2008","193.19","193.06","195.58","180.17","","0.69%"
"10/20/2008","191.87","195.53","195.53","185.51","","-1.74%"
"10/17/2008","195.27","200.65","200.65","191.34","","-2.74%"
"10/16/2008","200.77","181.54","201.32","181.54","","10.71%"
"10/15/2008","181.34","176.66","184.08","176.10","","2.67%"
"10/14/2008","176.63","181.55","181.62","172.31","","-2.68%"
"10/13/2008","181.49","191.55","191.55","179.61","","-5.13%"
"10/10/2008","191.31","202.55","213.17","179.39","","-5.62%"
"10/09/2008","202.70","204.17","215.16","201.18","","-1.00%"
"10/08/2008","204.74","195.13","205.19","193.93","","5.03%"
"10/07/2008","194.93","184.30","196.73","184.30","","5.11%"
"10/06/2008","185.45","179.13","188.10","179.13","","3.73%"
"10/03/2008","178.78","179.14","179.45","178.78","","0.01%"
"10/02/2008","178.77","173.38","179.15","173.38","","3.06%"
"10/01/2008","173.47","173.13","174.71","173.13","","-1.62%"
"09/30/2008","176.32","174.65","179.76","174.65","","1.81%"
"09/29/2008","173.19","170.32","175.35","170.32","","2.10%"
"09/26/2008","169.62","169.98","170.64","168.72","","-0.12%"
"09/25/2008","169.83","169.25","171.34","168.72","","0.40%"
"09/24/2008","169.16","168.45","170.12","167.48","","0.33%"
"09/23/2008","168.60","165.36","169.69","165.36","","2.08%"
"09/22/2008","165.17","166.86","167.98","162.84","","-1.01%"
"09/19/2008","166.86","164.02","167.80","163.87","","-1.18%"
"09/18/2008","168.85","163.43","169.36","163.43","","3.43%"
"09/17/2008","163.25","169.44","169.44","162.44","","-3.57%"
"09/16/2008","169.29","162.50","170.87","162.50","","4.31%"
"09/15/2008","162.30","161.82","162.30","161.42","","0.27%"
"09/12/2008","161.87","161.96","163.21","159.99","","0.07%"
"09/11/2008","161.75","160.23","162.80","159.10","","1.34%"
"09/10/2008","159.61","160.12","160.58","158.27","","-0.85%"
"09/09/2008","160.98","158.10","162.45","158.10","","1.81%"
"09/08/2008","158.12","163.49","163.88","157.41","","-3.23%"
"09/05/2008","163.39","165.17","167.33","162.35","","-1.22%"
"09/04/2008","165.41","167.77","167.79","164.45","","-1.44%"
"09/03/2008","167.83","165.49","169.61","165.30","","1.37%"
"09/02/2008","165.56","163.53","165.92","162.43","","1.25%"
"09/01/2008","163.51","159.25","164.44","158.69","","2.80%"
"08/29/2008","159.05","158.83","159.50","158.11","","0.11%"
"08/28/2008","158.88","158.50","158.88","157.45","","0.16%"
"08/27/2008","158.62","159.09","159.78","157.63","","-0.26%"
"08/26/2008","159.03","157.52","159.33","157.52","","1.11%"
"08/25/2008","157.29","155.65","157.79","155.44","","1.05%"
"08/22/2008","155.65","153.41","155.94","153.41","","1.14%"
"08/21/2008","153.89","151.46","154.13","151.46","","1.60%"
"08/20/2008","151.46","152.95","153.57","151.46","","-1.35%"
"08/19/2008","153.54","151.81","153.54","151.81","","1.59%"
"08/18/2008","151.14","151.48","152.44","151.14","","-0.11%"
"08/15/2008","151.31","151.57","151.57","151.03","","-0.15%"
"08/14/2008","151.53","151.46","151.65","151.18","","-0.09%"
"08/13/2008","151.67","150.56","151.71","150.56","","0.74%"
"08/12/2008","150.56","150.08","150.83","149.93","","-0.07%"
"08/11/2008","150.66","150.31","151.20","149.68","","0.38%"
"08/08/2008","150.09","148.19","150.20","148.18","","1.34%"
"08/07/2008","148.10","148.69","148.69","147.94","","-0.15%"
"08/06/2008","148.32","147.98","148.54","147.84","","-0.04%"
"08/05/2008","148.38","147.31","148.75","147.31","","-0.08%"
"08/04/2008","148.50","147.91","148.79","147.91","","0.01%"
"08/01/2008","148.49","148.18","148.56","147.74","","0.21%"
"07/31/2008","148.18","148.69","148.96","147.54","","-0.36%"
"07/30/2008","148.72","147.14","148.72","147.14","","1.09%"
"07/29/2008","147.12","147.34","148.10","147.12","","-0.03%"
"07/28/2008","147.16","147.84","147.84","147.15","","-0.40%"
"07/25/2008","147.75","147.47","148.12","147.35","","0.06%"
"07/24/2008","147.66","147.89","148.25","147.36","","1.28%"
"07/23/2008","145.80","149.16","149.20","145.80","","-1.65%"
"07/22/2008","148.24","149.04","149.42","148.24","","-0.55%"
"07/21/2008","149.06","148.70","149.38","148.08","","0.28%"
"07/18/2008","148.64","148.48","148.91","147.83","","0.96%"
"07/17/2008","147.23","147.73","148.42","147.23","","0.68%"
"07/16/2008","146.24","147.81","148.26","146.24","","-0.75%"
"07/15/2008","147.34","146.75","148.15","146.75","","0.92%"
"07/14/2008","145.99","146.69","147.44","145.99","","-0.23%"
"07/11/2008","146.32","146.50","146.95","145.72","","0.25%"
"07/10/2008","145.95","145.45","146.55","145.06","","0.20%"
"07/09/2008","145.66","150.57","150.57","144.97","","-2.42%"
"07/08/2008","149.27","151.81","151.81","149.27","","-1.39%"
"07/07/2008","151.37","151.68","152.27","151.07","","-1.01%"
"07/04/2008","152.91","152.86","153.72","151.67","","0.24%"
"07/03/2008","152.54","151.50","152.94","150.36","","0.83%"
"07/02/2008","151.28","153.57","154.12","150.81","","-1.24%"
"07/01/2008","153.18","152.61","153.58","152.33","","-0.10%"
"06/30/2008","153.33","152.03","153.33","151.73","","0.85%"
"06/27/2008","152.04","150.96","152.76","150.63","","0.11%"
"06/26/2008","151.88","151.20","151.88","150.55","","0.77%"
"06/25/2008","150.72","150.44","151.24","150.14","","0.34%"
"06/24/2008","150.21","151.21","151.24","149.35","","0.84%"
"06/23/2008","148.96","149.41","151.42","148.96","","-0.35%"
"06/20/2008","149.49","149.21","150.14","148.63","","0.13%"
"06/19/2008","149.29","149.53","150.25","148.79","","-0.10%"
"06/18/2008","149.44","148.45","149.78","147.79","","1.09%"
"06/17/2008","147.83","150.60","150.60","147.83","","-1.77%"
"06/16/2008","150.50","151.73","151.73","150.00","","-0.53%"
"06/13/2008","151.30","148.94","151.84","148.94","","1.10%"
"06/12/2008","149.66","148.98","150.43","148.52","","0.47%"
"06/11/2008","148.96","148.15","149.07","147.80","","0.36%"
"06/10/2008","148.42","149.11","149.21","147.50","","-0.60%"
"06/09/2008","149.32","148.80","149.32","148.22","","0.24%"
"06/06/2008","148.96","147.27","148.96","147.27","","1.10%"
"06/05/2008","147.34","146.58","147.73","146.58","","-0.07%"
"06/04/2008","147.45","146.82","147.45","145.64","","0.90%"
"06/03/2008","146.13","147.84","147.84","146.11","","-2.00%"
"06/02/2008","149.11","147.70","149.11","147.30","","0.68%"
"05/30/2008","148.11","148.58","148.90","147.68","","-0.33%"
"05/29/2008","148.60","149.32","149.61","147.91","","-0.25%"
"05/28/2008","148.97","149.30","150.05","148.61","","-0.52%"
"05/27/2008","149.75","150.86","151.68","149.20","","-0.95%"
"05/26/2008","151.19","150.68","151.39","150.58","","0.36%"
"05/23/2008","150.65","150.33","150.92","149.57","","0.31%"
"05/22/2008","150.18","149.73","150.56","149.32","","0.84%"
"05/21/2008","148.93","149.85","151.62","148.93","","-1.14%"
"05/20/2008","150.64","149.59","150.64","148.79","","0.94%"
"05/19/2008","149.23","148.34","149.98","148.04","","0.55%"
"05/16/2008","148.41","149.45","149.59","148.27","","-0.31%"
"05/15/2008","148.87","149.56","150.27","148.87","","-0.47%"
"05/14/2008","149.58","149.61","150.39","149.08","","0.01%"
"05/13/2008","149.56","149.75","149.91","148.39","","0.34%"
"05/12/2008","149.06","149.47","149.83","149.06","","-0.23%"
"05/09/2008","149.40","148.55","150.34","148.22","","0.58%"
"05/08/2008","148.54","147.36","149.99","146.83","","0.49%"
"05/07/2008","147.81","143.76","147.81","143.76","","2.80%"
"05/06/2008","143.79","144.40","145.68","143.79","","0.64%"
"05/05/2008","142.88","144.46","144.51","142.88","","-1.14%"
"05/02/2008","144.53","143.48","145.10","143.06","","0.08%"
"05/01/2008","144.41","143.69","144.41","143.48","","0.62%"
"04/30/2008","143.52","143.34","144.03","143.03","","-0.15%"
"04/29/2008","143.74","142.31","143.74","141.67","","1.00%"
"04/28/2008","142.31","142.11","142.55","141.81","","0.18%"
"04/25/2008","142.06","142.54","142.56","141.55","","-0.36%"
"04/24/2008","142.58","141.99","142.75","141.53","","0.46%"
"04/23/2008","141.93","142.72","143.44","141.65","","-0.53%"
"04/22/2008","142.68","141.66","143.37","141.66","","0.73%"
"04/21/2008","141.65","142.75","142.80","141.30","","-0.68%"
"04/18/2008","142.62","142.03","143.68","142.03","","0.42%"
"04/17/2008","142.03","141.34","142.84","140.89","","0.37%"
"04/16/2008","141.50","141.45","142.40","141.13","","0.26%"
"04/15/2008","141.13","141.13","141.13","141.13","","0.83%"
"04/14/2008","139.97","138.91","140.21","138.91","","0.30%"
"04/11/2008","139.55","139.39","139.62","139.07","","-0.08%"
"04/10/2008","139.66","139.26","140.13","139.26","","0.19%"
"04/09/2008","139.39","139.42","139.68","139.10","","-0.01%"
"04/08/2008","139.41","139.08","139.74","139.00","","0.11%"
"04/07/2008","139.25","138.88","139.32","138.69","","0.35%"
"04/04/2008","138.77","139.12","139.66","138.39","","-0.17%"
"04/03/2008","139.01","138.55","139.46","138.45","","0.10%"
"04/02/2008","138.87","139.95","140.16","138.62","","-1.03%"
"04/01/2008","140.32","141.21","141.46","139.79","","-0.64%"
"03/31/2008","141.23","141.27","141.63","139.42","","-0.28%"
"03/28/2008","141.63","140.97","142.29","139.82","","0.53%"
"03/27/2008","140.88","140.88","141.94","139.10","","0.36%"
"03/26/2008","140.37","139.03","141.28","138.60","","1.41%"
"03/25/2008","138.42","140.56","140.97","138.40","","-2.06%"
"03/24/2008","141.33","141.33","141.33","141.33","","-0.63%"
"03/21/2008","142.22","142.64","143.15","141.95","","-0.66%"
"03/20/2008","143.16","143.59","144.10","143.00","","0.20%"
"03/19/2008","142.87","142.58","144.19","141.27","","0.18%"
"03/18/2008","142.61","144.65","145.57","142.46","","-1.39%"
"03/17/2008","144.62","140.69","145.58","140.69","","2.81%"
"03/14/2008","140.67","138.24","140.89","138.04","","1.54%"
"03/13/2008","138.54","136.79","138.67","136.79","","1.28%"
"03/12/2008","136.79","135.42","136.98","135.41","","0.17%"
"03/11/2008","136.56","136.31","138.02","136.25","","0.54%"
"03/10/2008","135.83","134.67","136.05","134.50","","0.87%"
"03/07/2008","134.66","133.62","134.88","133.62","","0.76%"
"03/06/2008","133.64","133.33","133.72","133.33","","0.21%"
"03/05/2008","133.36","133.22","133.50","133.19","","0.08%"
"03/04/2008","133.26","133.44","133.44","133.01","","-0.02%"
"03/03/2008","133.29","132.62","133.36","132.61","","0.95%"
"02/29/2008","132.03","131.66","132.21","131.45","","0.28%"
"02/28/2008","131.66","131.75","132.02","131.00","","-0.07%"
"02/27/2008","131.75","132.17","132.31","131.68","","-0.45%"
"02/26/2008","132.35","132.40","132.53","132.07","","-0.06%"
"02/25/2008","132.43","132.73","132.81","132.37","","-0.29%"
"02/22/2008","132.82","132.80","132.98","132.68","","0.01%"
"02/21/2008","132.81","132.43","132.83","132.33","","0.26%"
"02/20/2008","132.46","132.09","132.47","131.92","","0.35%"
"02/19/2008","132.00","131.80","132.12","131.72","","0.06%"
"02/18/2008","131.92","131.55","131.97","131.53","","0.23%"
"02/15/2008","131.62","131.50","132.02","131.50","","0.12%"
"02/14/2008","131.46","131.42","131.64","131.09","","0.05%"
"02/13/2008","131.40","131.47","131.65","131.08","","-0.08%"
"02/12/2008","131.51","131.46","131.62","131.33","","0.06%"
"02/11/2008","131.43","131.51","131.64","131.36","","0.35%"
"02/08/2008","130.97","130.97","130.98","130.97","","-0.02%"
"02/07/2008","131.00","131.00","131.00","131.00","","0.01%"
"02/06/2008","130.99","131.35","131.35","130.96","","-0.27%"
"02/05/2008","131.35","131.10","131.35","130.89","","0.19%"
"02/04/2008","131.10","131.24","131.32","131.01","","-0.27%"
"02/01/2008","131.45","131.43","131.57","131.16","","0.02%"
"01/31/2008","131.43","131.31","131.85","131.25","","0.05%"
"01/30/2008","131.37","130.95","131.43","130.94","","0.10%"
"01/29/2008","131.24","131.51","131.71","131.20","","-0.56%"
"01/28/2008","131.98","131.31","132.00","131.31","","0.53%"
"01/25/2008","131.28","131.09","131.60","130.95","","-0.11%"
"01/24/2008","131.42","131.39","131.60","131.20","","-0.25%"
"01/23/2008","131.75","130.81","131.95","130.68","","-0.03%"
"01/22/2008","131.79","131.58","132.13","131.54","","0.61%"
"01/21/2008","130.99","130.49","131.10","130.45","","0.61%"
"01/18/2008","130.19","130.44","131.16","130.06","","-0.19%"
"01/17/2008","130.44","130.46","130.81","130.05","","0.35%"
"01/16/2008","129.98","129.26","130.00","129.26","","0.61%"
"01/15/2008","129.19","129.25","129.31","128.78","","-0.05%"
"01/14/2008","129.26","129.20","129.36","129.01","","0.13%"
"01/11/2008","129.09","128.94","129.27","128.46","","0.12%"
"01/10/2008","128.94","129.06","129.16","128.40","","-0.09%"
"01/09/2008","129.06","129.62","129.69","129.04","","-0.19%"
"01/08/2008","129.30","129.45","129.48","128.83","","-0.06%"
"01/07/2008","129.38","129.05","129.84","129.05","","0.26%"
"01/04/2008","129.04","128.78","129.07","128.62","","0.20%"
"01/03/2008","128.78","128.92","129.15","128.72","","0.25%"
"01/02/2008","128.46","127.70","128.50","127.56","","0.23%"
"01/01/2008","128.16","128.17","128.17","128.16","","0.00%"
"12/31/2007","128.16","128.15","128.16","128.13","","0.00%"
"12/28/2007","128.16","128.50","128.59","128.00","","-0.29%"
"12/27/2007","128.53","127.91","128.56","127.78","","0.55%"
"12/26/2007","127.83","128.20","128.32","127.83","","-0.28%"
"12/25/2007","128.19","127.89","128.25","127.88","","0.24%"
"12/24/2007","127.88","127.66","127.92","127.24","","0.14%"
"12/21/2007","127.70","128.10","128.63","127.67","","-0.28%"
"12/20/2007","128.06","127.35","128.16","127.09","","0.57%"
"12/19/2007","127.34","127.22","127.37","127.21","","0.10%"
"12/18/2007","127.21","126.49","127.64","126.49","","0.55%"
"12/17/2007","126.51","126.15","126.77","126.15","","0.27%"
"12/14/2007","126.17","125.50","126.23","125.50","","0.51%"
"12/13/2007","125.53","125.68","125.68","125.25","","-0.10%"
"12/12/2007","125.66","125.22","125.92","125.22","","0.38%"
"12/11/2007","125.19","124.89","125.22","124.79","","0.26%"
"12/10/2007","124.87","124.14","124.97","124.13","","0.57%"
"12/07/2007","124.16","124.38","124.47","124.07","","-0.17%"
"12/06/2007","124.37","124.86","125.21","124.24","","-0.41%"
"12/05/2007","124.88","124.71","125.03","124.66","","0.15%"
"12/04/2007","124.69","124.95","124.95","124.59","","-0.22%"
"12/03/2007","124.97","124.92","125.03","124.47","","0.36%"
"11/30/2007","124.52","125.84","125.86","124.52","","-1.02%"
"11/29/2007","125.80","125.94","126.04","125.43","","-0.13%"
"11/28/2007","125.97","125.80","126.08","125.50","","0.14%"
"11/27/2007","125.80","125.67","126.46","125.55","","0.12%"
"11/26/2007","125.65","122.87","125.75","122.87","","-0.10%"
"11/23/2007","125.78","125.94","126.52","125.66","","-0.13%"
"11/22/2007","125.94","125.35","126.42","125.35","","0.47%"
"11/21/2007","125.35","124.21","125.38","124.21","","0.93%"
"11/20/2007","124.19","123.75","124.87","123.75","","0.36%"
"11/19/2007","123.75","123.55","123.83","123.34","","0.15%"
"11/16/2007","123.56","123.34","124.12","123.34","","0.17%"
"11/15/2007","123.35","123.06","123.44","123.05","","0.26%"
"11/14/2007","123.03","123.57","123.57","122.56","","-0.45%"
"11/13/2007","123.59","122.98","124.02","122.98","","0.53%"
"11/12/2007","122.94","122.36","122.99","122.36","","0.47%"
"11/09/2007","122.36","122.31","122.42","122.05","","0.06%"
"11/08/2007","122.29","121.77","122.51","121.71","","0.45%"
"11/07/2007","121.74","121.79","121.82","121.13","","-0.04%"
"11/06/2007","121.79","121.81","122.02","121.64","","-0.01%"
"11/05/2007","121.80","121.60","121.83","121.29","","0.10%"
"11/02/2007","121.68","121.12","121.88","121.12","","0.47%"
"11/01/2007","121.11","120.55","121.33","120.50","","0.47%"
"10/31/2007","120.54","121.38","121.38","120.37","","-0.70%"
"10/30/2007","121.39","121.31","121.77","121.02","","0.07%"
"10/29/2007","121.31","121.19","121.87","121.18","","-0.13%"
"10/26/2007","121.47","122.56","122.56","121.47","","-0.84%"
"10/25/2007","122.50","122.48","122.67","122.37","","0.01%"
"10/24/2007","122.49","122.34","122.50","122.19","","0.12%"
"10/23/2007","122.34","122.42","122.42","122.11","","0.18%"
"10/22/2007","122.12","122.31","122.35","122.06","","0.11%"
"10/19/2007","121.98","121.89","122.09","121.79","","-0.16%"
"10/18/2007","122.18","122.03","122.27","122.03","","-0.02%"
"10/17/2007","122.20","122.06","122.37","121.98","","0.13%"
"10/16/2007","122.04","121.81","122.30","121.81","","0.16%"
"10/15/2007","121.84","122.28","122.31","121.84","","-0.34%"
"10/12/2007","122.26","122.19","122.42","121.86","","0.07%"
"10/11/2007","122.18","122.00","122.69","122.00","","0.16%"
"10/10/2007","121.98","122.02","122.11","121.86","","-0.17%"
"10/09/2007","122.19","122.00","122.24","121.96","","0.25%"
"10/08/2007","121.89","121.90","122.09","121.78","","-0.16%"
"10/05/2007","122.08","122.11","122.17","121.97","","-0.02%"
"10/04/2007","122.11","121.73","122.39","121.73","","0.30%"
"10/03/2007","121.75","121.74","121.75","121.72","","0.00%"
"10/02/2007","121.75","121.67","121.89","121.67","","0.02%"
"10/01/2007","121.73","121.92","121.98","121.71","","-0.16%"
"09/28/2007","121.92","122.44","122.44","121.77","","-0.43%"
